complaint_id,complaint_text,category,submitted_via,created_date
106693,"<b>Incorrect charges have appeared on my invoice please resolve, asap</b>",Billing,Email,26-01-2024
106694,<b>Unable to?? login to my account please resolve asap</b>,Account Management,Phone,02-07-2024
106695,<p>Unable to login to my!! account please resolve asap</p>,Account Management,Phone,05-08-2024
106696,<i>App<br>crashes whenever? I try to open it need urgent help</i>,Technical Support,Email,16-07-2024
106697,Service experience was poor need urgent help,Other,Phone,25-04-2024
106698,<p>Received a damaged product no!! response from support</p>,Product Issue,Phone,02-01-2024
106699,"<p>Service<br>experience was, poor no response from support</p>",Other,Phone,23-08-2024
106700,Unauthorized changes made to my account this is unacceptable,Account Management,Email,18-02-2024
106701,App crashes! whenever I try to open it no response from support,Technical Support,Email,24-02-2024
106702,My account was locked without reason need urgent!! help,Account Management,Chat,23-10-2024
106703,<p>Service experience was poor no response from support</p>,Other,Chat,14-02-2024
106704,The website is. extremely slow and unresponsive happening for the last 3 days,Technical Support,Website,28-05-2024
106705,The product stopped working within a week need urgent help,Product Issue,Phone,13-06-2024
106706,<i>The<br>product## stopped working within a week happening for the last 3 days</i>,Product Issue,Phone,15-03-2024
106707,<p>Unauthorized changes made to! my account please resolve asap</p>,Account Management,Chat,08-09-2024
106708,<b>App crashes whenever I try to open it happening for the last 3 days</b>,Technical Support,Website,03-06-2024
106709,App crashes whenever I try to open it no response from support,Technical Support,Website,12-07-2024
106710,Unauthorized changes made to my account please## resolve asap,Account Management,Phone,04-05-2024
106711,Unable to connect to the server happening for the? last 3 days,Technical Support,Email,21-06-2024
106712,Unable to... login to my account please resolve asap,Account Management,Website,29-08-2024
106713,<b>Unable to connect to the server need urgent help</b>,Technical Support,Phone,13-03-2024
106714,Need clarification regarding company policy no response from support,Other,Chat,27-01-2024
106715,"App<br>crashes whenever I try to open it this is, unacceptable",Technical Support,Email,25-04-2024
106716,I want to file a general complaint please resolve asap,Other,Website,01-01-2024
106717,"Incorrect charges have appeared on, my invoice happening for the last 3 days",Billing,Chat,18-09-2024
106718,<p>Facing error code while using the service need urgent? help</p>,Technical Support,Phone,04-05-2024
106719,Late<br>fee applied even?? though I paid on time need urgent help,Billing,Website,30-04-2024
106720,<p>Internet<br>connection keeps dropping!! frequently please resolve asap</p>,Technical Support,Website,22-03-2024
106721,I<br>was charged twice for my last bill? need urgent help,Billing,Chat,03-03-2024
106722,"<i>Need clarification regarding, company policy need urgent help</i>",Other,Website,06-09-2024
106723,Unable to connect to the... server no response from support,Technical Support,Email,03-01-2024
106724,My<br>account## was locked without reason please resolve asap,Account Management,Email,15-09-2024
106725,"<p>Service<br>experience, was poor please resolve asap</p>",Other,Email,09-04-2024
106726,Unexpected charges added without!! notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited happening for the last 3 days,Billing,Website,09-02-2024
106727,<i>Customer support did not respond to my emails happening for the last! 3 days</i>,Other,Chat,03-09-2024
106728,<b>My account was locked without reason need. urgent help</b>,Account Management,Phone,14-05-2024
106729,Facing issues updating!! account details happening for the last 3 days,Account Management,Email,03-02-2024
106730,Incorrect charges have. appeared on my invoice please resolve asap,Billing,Chat,11-04-2024
106731,Service experience was poor? this is unacceptable,Other,Phone,29-02-2024
106732,<i>Received a damaged product... please resolve asap</i>,Product Issue,Website,26-07-2024
106733,Customer support did not respond to! my emails happening for the last 3 days,Other,Email,16-08-2024
106734,My account was locked. without reason no response from support,Account Management,Email,24-06-2024
106735,App crashes whenever I try to open it this is... unacceptable,Technical Support,Website,31-01-2024
106736,Facing issues updating account details this is. unacceptable,Account Management,Chat,16-01-2024
106737,"<i>Service experience was poor, this is unacceptable</i>",Other,Email,11-05-2024
106738,Service experience! was poor need urgent help,Other,Phone,05-08-2024
106739,Facing issues updating account details no response from support,Account Management,Phone,12-08-2024
106740,Facing error code while using the service no response## from support,Technical Support,Email,10-03-2024
106741,My account was locked without reason happening for the! last 3 days,Account Management,Website,16-03-2024
106742,<p>Product<br>quality is not. as advertised happening for the last 3 days</p>,Product Issue,Email,19-01-2024
106743,<b>Internet connection keeps dropping frequently need## urgent help</b>,Technical Support,Chat,19-02-2024
106744,Unable to login to my account this is unacceptable,Account Management,Phone,29-05-2024
106745,<b>App<br>crashes whenever I try to!! open it this is unacceptable</b>,Technical Support,Email,07-10-2024
106746,<p>Facing error code while using the service## please resolve asap</p>,Technical Support,Email,30-08-2024
106747,"<b>Facing issues updating account, details happening for the last 3 days</b>",Account Management,Email,10-10-2024
106748,<b>I was charged twice for my last bill this is unacceptable</b>,Billing,Phone,24-03-2024
106749,<b>The<br>website## is extremely slow and unresponsive this is unacceptable</b>,Technical Support,Phone,21-10-2024
106750,<i>Product quality is not?? as advertised need urgent help</i>,Product Issue,Phone,27-08-2024
106751,<p>Missing components?? in the package happening for the last 3 days</p>,Product Issue,Chat,10-09-2024
106752,Unauthorized changes made!! to my account this is unacceptable,Account Management,Phone,15-01-2024
106753,Unable<br>to login? to my account need urgent help,Account Management,Phone,11-07-2024
106754,<p>Customer<br>support did not respond to my emails need urgent help</p>,Other,Website,11-06-2024
106755,<p>App<br>crashes whenever I try to open it no response from. support</p>,Technical Support,Email,28-06-2024
106756,<p>Unable to login to! my account this is unacceptable</p>,Account Management,Website,01-05-2024
106757,Facing issues updating account!! details please resolve asap,Account Management,Email,29-02-2024
106758,Facing<br>issues updating account details this is unacceptable,Account Management,Chat,07-02-2024
106759,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited this is unacceptable,Billing,Chat,17-07-2024
106760,Received a damaged product happening for the last... 3 days,Product Issue,Email,15-03-2024
106761,Missing<br>components!! in the package no response from support,Product Issue,Website,31-05-2024
106762,<p>The website is extremely slow and unresponsive need urgent help</p>,Technical Support,Website,09-10-2024
106763,<p>Missing components in the package this is## unacceptable</p>,Product Issue,Website,20-02-2024
106764,"<i>Facing error code while, using the service please resolve asap</i>",Technical Support,Chat,21-06-2024
106765,<i>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited happening for the last 3 days</i>,Billing,Phone,23-08-2024
106766,Incorrect<br>charges have appeared on my invoice happening... for the last 3 days,Billing,Chat,14-04-2024
106767,My<br>account was locked without reason this!! is unacceptable,Account Management,Phone,23-05-2024
106768,<p>Missing components. in the package need urgent help</p>,Product Issue,Email,10-04-2024
106769,<p>Need<br>clarification regarding company... policy this is unacceptable</p>,Other,Phone,09-02-2024
106770,Facing<br>error code while using the! service no response from support,Technical Support,Chat,12-04-2024
106771,"Facing error code, while using the service need urgent help",Technical Support,Website,03-04-2024
106772,Facing<br>issues updating account details no response from support,Account Management,Phone,21-01-2024
106773,The<br>item does not function as expected this is unacceptable,Product Issue,Chat,28-09-2024
106774,<b>Unable<br>to connect to the server happening for the last 3 days</b>,Technical Support,Phone,25-08-2024
106775,<i>Facing issues updating account details please resolve? asap</i>,Account Management,Email,18-06-2024
106776,"App crashes whenever I try to open, it happening for the last 3 days",Technical Support,Website,05-03-2024
106777,<p>My<br>payment was successful but the bill still shows unpaid happening for the last 3 days</p>,Billing,Email,14-02-2024
106778,Missing components!! in the package need urgent help,Product Issue,Chat,26-01-2024
106779,<p>Facing error code while using the service no response from support</p>,Technical Support,Website,01-07-2024
106780,<b>Facing issues! updating account details no response from support</b>,Account Management,Phone,15-09-2024
106781,"Very<br>unhappy with the overall service need urgent, help",Other,Website,19-08-2024
106782,<b>The<br>item does not!! function as expected this is unacceptable</b>,Product Issue,Website,28-06-2024
106783,I want to... file a general complaint happening for the last 3 days,Other,Phone,12-08-2024
106784,The<br>website is extremely slow and unresponsive need!! urgent help,Technical Support,Phone,14-01-2024
106785,Service experience was poor no! response from support,Other,Website,09-02-2024
106786,App crashes whenever I? try to open it happening for the last 3 days,Technical Support,Email,13-08-2024
106787,The website is extremely slow?? and unresponsive need urgent help,Technical Support,Website,10-04-2024
106788,I was charged twice for my?? last bill this is unacceptable,Billing,Chat,18-06-2024
106789,Missing components in!! the package no response from support,Product Issue,Phone,14-09-2024
106790,<b>Received<br>a damaged?? product no response from support</b>,Product Issue,Chat,28-04-2024
106791,<p>Facing issues updating account details happening for the## last 3 days</p>,Account Management,Website,11-04-2024
106792,The<br>website is extremely slow? and unresponsive need urgent help,Technical Support,Phone,25-01-2024
106793,Product<br>quality## is not as advertised need urgent help,Product Issue,Chat,26-04-2024
106794,"<b>Unable to connect to the server no response, from support</b>",Technical Support,Phone,14-01-2024
106795,<i>I want to? file a general complaint please resolve asap</i>,Other,Website,02-08-2024
106796,Incorrect<br>charges have appeared on my invoice this is unacceptable,Billing,Email,16-10-2024
106797,Facing<br>issues## updating account details happening for the last 3 days,Account Management,Website,15-07-2024
106798,Received<br>a damaged product happening for the last 3 days,Product Issue,Website,21-01-2024
106799,<i>Internet<br>connection keeps! dropping frequently this is unacceptable</i>,Technical Support,Email,01-01-2024
106800,Received a damaged product need urgent help,Product Issue,Chat,26-02-2024
106801,Unable<br>to connect to the? server no response from support,Technical Support,Phone,20-07-2024
106802,Received a damaged product need! urgent help,Product Issue,Chat,10-06-2024
106803,"My account was locked without reason happening for the last 3, days",Account Management,Phone,13-10-2024
106804,I was charged twice for my last... bill need urgent help,Billing,Chat,22-08-2024
106805,My account was locked without reason## this is unacceptable,Account Management,Website,27-03-2024
106806,<b>Received a?? damaged product please resolve asap</b>,Product Issue,Email,01-09-2024
106807,My account was locked without reason no response from support,Account Management,Website,09-10-2024
106808,Facing<br>issues updating account details need urgent... help,Account Management,Email,19-06-2024
106809,Facing<br>error code while using! the service no response from support,Technical Support,Email,27-05-2024
106810,Unauthorized<br>changes made to... my account this is unacceptable,Account Management,Chat,20-08-2024
106811,App<br>crashes whenever I try to open it need urgent... help,Technical Support,Chat,14-03-2024
106812,<i>Facing<br>error code while using the service need urgent help</i>,Technical Support,Phone,28-01-2024
106813,Need<br>clarification regarding company policy this is!! unacceptable,Other,Email,17-02-2024
106814,Internet connection keeps dropping!! frequently this is unacceptable,Technical Support,Website,10-05-2024
106815,"<p>Internet connection keeps dropping frequently no, response from support</p>",Technical Support,Chat,03-05-2024
106816,Service experience was## poor need urgent help,Other,Chat,22-03-2024
106817,App<br>crashes whenever I try. to open it please resolve asap,Technical Support,Website,05-05-2024
106818,Received<br>a damaged... product this is unacceptable,Product Issue,Website,13-07-2024
106819,<b>Unauthorized changes made to? my account need urgent help</b>,Account Management,Email,02-05-2024
106820,Product quality is not as advertised this is unacceptable,Product Issue,Email,23-03-2024
106821,Unable to login to my account. this is unacceptable,Account Management,Email,17-02-2024
106822,Product quality is not as advertised need urgent help,Product Issue,Email,13-06-2024
106823,<b>Missing components in the package need urgent! help</b>,Product Issue,Website,17-08-2024
106824,<b>Incorrect charges have appeared on my invoice please resolve asap</b>,Billing,Email,09-10-2024
106825,"<p>The product stopped, working within a week this is unacceptable</p>",Product Issue,Phone,25-05-2024
106826,Need clarification. regarding company policy happening for the last 3 days,Other,Email,15-01-2024
106827,Facing error code while using the service please resolve asap,Technical Support,Email,23-03-2024
106828,"Internet connection keeps dropping, frequently no response from support",Technical Support,Email,20-04-2024
106829,<p>Missing components in the package need urgent## help</p>,Product Issue,Email,07-02-2024
106830,<i>Customer<br>support did not respond... to my emails need urgent help</i>,Other,Website,14-04-2024
106831,<i>My<br>account was locked without reason no response from support</i>,Account Management,Chat,16-09-2024
106832,Facing error code while using the service please resolve asap,Technical Support,Website,24-06-2024
106833,<i>Unable to login to my account happening for the last 3 days</i>,Account Management,Website,18-10-2024
106834,<i>Internet connection keeps dropping frequently!! need urgent help</i>,Technical Support,Chat,08-07-2024
106835,Very unhappy with the overall!! service no response from support,Other,Website,01-08-2024
106836,I<br>want to file a general complaint no response from support,Other,Phone,15-05-2024
106837,Unable<br>to login to my account happening for the last 3 days,Account Management,Email,22-10-2024
106838,I was charged twice for my last bill! please resolve asap,Billing,Phone,07-08-2024
106839,Late<br>fee applied even though I paid on time please resolve asap,Billing,Phone,10-10-2024
106840,The product stopped working within a week!! please resolve asap,Product Issue,Chat,07-05-2024
106841,Internet<br>connection?? keeps dropping frequently please resolve asap,Technical Support,Phone,05-10-2024
106842,Need clarification regarding company policy happening for the last 3 days,Other,Chat,16-10-2024
106843,I<br>was charged twice for my last bill please resolve asap,Billing,Phone,26-03-2024
106844,<b>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited no response from support</b>,Billing,Email,01-09-2024
106845,I was charged twice for my last bill happening for the last 3 days,Billing,Email,02-05-2024
106846,<i>I<br>want to file? a general complaint please resolve asap</i>,Other,Website,14-06-2024
106847,Received a? damaged product happening for the last 3 days,Product Issue,Chat,05-02-2024
106848,Unexpected<br>charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited no response from support,Billing,Phone,03-08-2024
106849,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited please resolve asap,Billing,Email,05-10-2024
106850,Very<br>unhappy with the overall service need urgent help,Other,Chat,14-03-2024
106851,Unauthorized changes made to my account need? urgent help,Account Management,Chat,19-01-2024
106852,<p>Product<br>quality... is not as advertised this is unacceptable</p>,Product Issue,Chat,27-03-2024
106853,<b>Unauthorized<br>changes?? made to my account happening for the last 3 days</b>,Account Management,Phone,22-08-2024
106854,"<p>The item does not, function as expected no response from support</p>",Product Issue,Phone,20-06-2024
106855,"Product<br>quality is not, as advertised need urgent help",Product Issue,Chat,08-07-2024
106856,<p>The product stopped?? working within a week please resolve asap</p>,Product Issue,Email,23-10-2024
106857,Received a?? damaged product need urgent help,Product Issue,Chat,07-01-2024
106858,<b>Password reset link is not working happening for the last 3 days</b>,Account Management,Email,20-05-2024
106859,Late fee applied even though I paid on time no response from? support,Billing,Phone,05-04-2024
106860,"<i>The product stopped working, within a week this is unacceptable</i>",Product Issue,Email,26-05-2024
106861,<p>Unauthorized changes made to my account need urgent help</p>,Account Management,Chat,16-10-2024
106862,<p>The website is extremely slow and unresponsive need urgent help</p>,Technical Support,Phone,26-04-2024
106863,Received a damaged product please resolve asap,Product Issue,Email,01-02-2024
106864,<p>Unable to connect to the server no response from## support</p>,Technical Support,Chat,12-10-2024
106865,<i>Late fee applied even though I paid on time. no response from support</i>,Billing,Chat,23-01-2024
106866,Late fee applied even though I paid on## time please resolve asap,Billing,Chat,04-10-2024
106867,Received a damaged product this is unacceptable,Product Issue,Phone,10-02-2024
106868,<i>Unable<br>to login to my account need urgent help</i>,Account Management,Phone,16-09-2024
106869,Unauthorized changes made to my account happening!! for the last 3 days,Account Management,Phone,24-08-2024
106870,Unauthorized<br>changes made to my account no response from support,Account Management,Email,10-03-2024
106871,<i>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but. refund not credited this is unacceptable</i>,Billing,Website,16-10-2024
106872,<i>Very unhappy with the overall service please resolve asap</i>,Other,Email,09-04-2024
106873,Unexpected<br>charges!! added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited please resolve asap,Billing,Chat,08-05-2024
106874,Facing error code while using?? the service please resolve asap,Technical Support,Email,17-09-2024
106875,<p>Late<br>fee applied even though I paid on time!! no response from support</p>,Billing,Website,07-02-2024
106876,Password reset link is not working need urgent! help,Account Management,Chat,03-09-2024
106877,"<p>The<br>product stopped working within a week happening, for the last 3 days</p>",Product Issue,Email,14-06-2024
106878,Unable to! login to my account no response from support,Account Management,Chat,13-05-2024
106879,The item does not function... as expected this is unacceptable,Product Issue,Chat,10-02-2024
106880,I want to file a general complaint happening for the last 3... days,Other,Phone,04-04-2024
106881,My<br>account was locked without reason. no response from support,Account Management,Chat,10-01-2024
106882,My account was locked!! without reason this is unacceptable,Account Management,Chat,14-01-2024
106883,"Late fee applied even though, I paid on time no response from support",Billing,Phone,31-05-2024
106884,<b>Unable to login to. my account happening for the last 3 days</b>,Account Management,Phone,28-01-2024
106885,The<br>website is extremely slow and unresponsive! happening for the last 3 days,Technical Support,Website,02-09-2024
106886,Late<br>fee applied even though I!! paid on time please resolve asap,Billing,Phone,11-09-2024
106887,The<br>item does not? function as expected this is unacceptable,Product Issue,Phone,01-04-2024
106888,<i>Unable<br>to connect to the! server this is unacceptable</i>,Technical Support,Phone,31-05-2024
106889,<p>I want to file a## general complaint this is unacceptable</p>,Other,Email,09-02-2024
106890,My account... was locked without reason need urgent help,Account Management,Email,26-08-2024
106891,The product stopped working within a week need urgent help,Product Issue,Email,12-07-2024
106892,<b>My account was... locked without reason this is unacceptable</b>,Account Management,Email,15-09-2024
106893,The website is extremely slow and unresponsive. no response from support,Technical Support,Website,15-03-2024
106894,Unable to connect. to the server happening for the last 3 days,Technical Support,Email,10-01-2024
106895,My payment was successful but the bill still shows unpaid. no response from support,Billing,Phone,23-09-2024
106896,"Need clarification regarding, company policy please resolve asap",Other,Website,26-07-2024
106897,Customer<br>support did not respond to## my emails please resolve asap,Other,Email,16-02-2024
106898,<i>Facing error?? code while using the service need urgent help</i>,Technical Support,Chat,08-06-2024
106899,Need clarification regarding company! policy happening for the last 3 days,Other,Website,08-09-2024
106900,Password reset link is not working no## response from support,Account Management,Chat,07-01-2024
106901,Missing components in the package no response from support,Product Issue,Website,20-05-2024
106902,Missing components in. the package need urgent help,Product Issue,Chat,01-03-2024
106903,I was charged twice for## my last bill need urgent help,Billing,Website,12-06-2024
106904,I was charged twice for my last bill this is? unacceptable,Billing,Phone,18-06-2024
106905,Incorrect<br>charges have appeared on my invoice no response from support,Billing,Chat,10-07-2024
106906,I want to file a general complaint... this is unacceptable,Other,Email,19-09-2024
106907,Unable to connect to the server this is unacceptable,Technical Support,Website,09-09-2024
106908,Unable to login to my account no response from support,Account Management,Phone,24-06-2024
106909,Need<br>clarification regarding company policy need. urgent help,Other,Chat,06-07-2024
106910,Facing<br>error code... while using the service please resolve asap,Technical Support,Phone,13-01-2024
106911,<p>Password<br>reset link is... not working please resolve asap</p>,Account Management,Website,21-03-2024
106912,App crashes whenever I try! to open it please resolve asap,Technical Support,Website,01-05-2024
106913,I was charged twice! for my last bill this is unacceptable,Billing,Email,12-04-2024
106914,<b>Password<br>reset link is not! working need urgent help</b>,Account Management,Phone,25-10-2024
106915,App crashes whenever I try to open it need urgent help,Technical Support,Phone,05-06-2024
106916,"Password reset link is not working happening for, the last 3 days",Account Management,Phone,22-09-2024
106917,<b>Unauthorized changes made to my account... please resolve asap</b>,Account Management,Website,16-02-2024
106918,Unable to connect to the server please resolve asap,Technical Support,Chat,10-04-2024
106919,The<br>website## is extremely slow and unresponsive please resolve asap,Technical Support,Website,01-08-2024
106920,Unauthorized changes made to my account need urgent help,Account Management,Website,06-03-2024
106921,"Internet connection keeps dropping frequently, need urgent help",Technical Support,Website,24-08-2024
106922,<p>I want? to file a general complaint no response from support</p>,Other,Phone,14-03-2024
106923,Received a damaged product no? response from support,Product Issue,Email,16-10-2024
106924,Late<br>fee applied even though I paid on time happening for the last 3 days,Billing,Email,03-07-2024
106925,<p>Facing<br>issues updating account details please resolve## asap</p>,Account Management,Phone,03-09-2024
106926,App<br>crashes whenever I try to open it need urgent help,Technical Support,Phone,28-01-2024
106927,Very unhappy with the overall!! service this is unacceptable,Other,Chat,22-02-2024
106928,<i>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited?? please resolve asap</i>,Billing,Phone,26-07-2024
106929,"<b>Password<br>reset link is not working happening for the, last 3 days</b>",Account Management,Phone,22-01-2024
106930,<b>My payment was successful. but the bill still shows unpaid please resolve asap</b>,Billing,Chat,04-03-2024
106931,"Missing components in the package need, urgent help",Product Issue,Email,30-09-2024
106932,Internet connection keeps dropping frequently happening for the last## 3 days,Technical Support,Phone,01-08-2024
106933,The<br>website is extremely slow## and unresponsive happening for the last 3 days,Technical Support,Chat,08-04-2024
106934,App crashes whenever I try to open it happening for the last 3 days,Technical Support,Website,22-04-2024
106935,<b>Internet<br>connection keeps dropping frequently this is unacceptable</b>,Technical Support,Email,01-02-2024
106936,Product quality is not as advertised this is unacceptable,Product Issue,Email,05-06-2024
106937,<i>Facing<br>error code while using?? the service need urgent help</i>,Technical Support,Chat,22-01-2024
106938,<b>Late fee applied even## though I paid on time this is unacceptable</b>,Billing,Chat,03-05-2024
106939,"<b>My account was locked, without reason need urgent help</b>",Account Management,Chat,09-05-2024
106940,<p>Received a damaged product this is?? unacceptable</p>,Product Issue,Phone,26-10-2024
106941,<i>Late fee applied even though I paid on time no response from support</i>,Billing,Email,18-07-2024
106942,My account was locked without reason please resolve asap,Account Management,Chat,16-08-2024
106943,Product quality is not as advertised please## resolve asap,Product Issue,Phone,05-04-2024
106944,Product quality is not as advertised no! response from support,Product Issue,Email,24-02-2024
106945,App crashes whenever I try to open it!! please resolve asap,Technical Support,Website,29-05-2024
106946,Unauthorized<br>changes made to my account! this is unacceptable,Account Management,Email,14-06-2024
106947,<b>Incorrect charges have appeared on my invoice need urgent help</b>,Billing,Email,23-05-2024
106948,Need clarification regarding company policy no response from support,Other,Chat,29-08-2024
106949,<p>Late<br>fee applied even though I paid!! on time need urgent help</p>,Billing,Email,01-02-2024
106950,Unable to login to my account this is unacceptable,Account Management,Email,28-09-2024
106951,Password reset link? is not working please resolve asap,Account Management,Phone,22-08-2024
106952,<p>Need clarification regarding company policy this is unacceptable</p>,Other,Website,17-09-2024
106953,<i>Internet connection keeps!! dropping frequently this is unacceptable</i>,Technical Support,Email,06-10-2024
106954,My account was locked without! reason please resolve asap,Account Management,Email,01-08-2024
106955,Received a? damaged product please resolve asap,Product Issue,Chat,17-02-2024
106956,<i>The<br>product stopped working. within a week need urgent help</i>,Product Issue,Phone,24-07-2024
106957,<p>Password reset link is not working need urgent help</p>,Account Management,Website,23-03-2024
106958,"Late fee applied, even though I paid on time no response from support",Billing,Email,10-07-2024
106959,<b>The<br>product stopped working within. a week no response from support</b>,Product Issue,Chat,03-09-2024
106960,Unable to connect to the server no response from## support,Technical Support,Phone,12-07-2024
106961,<i>I want to file a general complaint need urgent help</i>,Other,Chat,03-03-2024
106962,Password reset link is not working no response from?? support,Account Management,Chat,27-05-2024
106963,App<br>crashes whenever I try to open it no?? response from support,Technical Support,Email,03-08-2024
106964,Unable to connect to the server... need urgent help,Technical Support,Website,24-02-2024
106965,I want to file a general complaint need urgent help,Other,Chat,10-08-2024
106966,Product<br>quality is not as advertised happening for!! the last 3 days,Product Issue,Phone,28-05-2024
106967,Service<br>experience was poor no response from support,Other,Chat,25-05-2024
106968,<i>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited this is unacceptable</i>,Billing,Phone,23-09-2024
106969,The item does not function? as expected happening for the last 3 days,Product Issue,Chat,14-02-2024
106970,Internet connection keeps dropping frequently need urgent help,Technical Support,Website,07-05-2024
106971,Received a damaged product need urgent!! help,Product Issue,Phone,12-01-2024
106972,Very<br>unhappy with the overall service happening... for the last 3 days,Other,Website,26-08-2024
106973,<i>Facing<br>issues updating account details## need urgent help</i>,Account Management,Chat,30-05-2024
106974,Password<br>reset link is not working this is unacceptable,Account Management,Chat,06-06-2024
106975,<i>Unable to connect to the server happening for?? the last 3 days</i>,Technical Support,Email,19-05-2024
106976,Facing issues updating account details this is unacceptable,Account Management,Email,17-10-2024
106977,"Missing<br>components in the package no response from, support",Product Issue,Email,29-02-2024
106978,Service<br>experience was poor please resolve asap,Other,Email,16-04-2024
106979,<i>The website is extremely slow and unresponsive this... is unacceptable</i>,Technical Support,Website,08-01-2024
106980,<p>Internet connection keeps dropping frequently please? resolve asap</p>,Technical Support,Email,13-03-2024
106981,Service experience was poor this is unacceptable,Other,Phone,27-04-2024
106982,Unable to login to my account happening for the last 3 days,Account Management,Website,19-10-2024
106983,Late<br>fee applied even though I! paid on time happening for the last 3 days,Billing,Chat,01-05-2024
106984,Unauthorized changes made to my account need urgent help,Account Management,Website,18-07-2024
106985,"<i>Unable<br>to connect to, the server this is unacceptable</i>",Technical Support,Chat,18-07-2024
106986,The item does not function as expected no response from support,Product Issue,Website,20-02-2024
106987,<b>Unexpected charges added without notificationI## cancelled my order but refund is still pendingMoney deducted but refund not credited no response from support</b>,Billing,Email,01-05-2024
106988,The item does not function as## expected no response from support,Product Issue,Email,24-03-2024
106989,Received a## damaged product please resolve asap,Product Issue,Email,18-01-2024
106990,<b>Unauthorized changes made to my account happening for? the last 3 days</b>,Account Management,Phone,08-05-2024
106991,My<br>account... was locked without reason no response from support,Account Management,Email,25-02-2024
106992,<i>Service<br>experience was! poor please resolve asap</i>,Other,Chat,08-05-2024
106993,<b>Product<br>quality is not as advertised... need urgent help</b>,Product Issue,Chat,23-04-2024
106994,<i>My account was locked without reason happening for the last 3 days</i>,Account Management,Website,31-07-2024
106995,"Missing components in the package, happening for the last 3 days",Product Issue,Chat,03-01-2024
106996,"Need clarification regarding company policy, please resolve asap",Other,Phone,28-01-2024
106997,Facing error code while using the service no! response from support,Technical Support,Chat,12-10-2024
106998,<p>Very unhappy!! with the overall service this is unacceptable</p>,Other,Website,03-06-2024
106999,Very<br>unhappy with? the overall service no response from support,Other,Website,20-04-2024
107000,<i>The<br>product stopped working within a!! week happening for the last 3 days</i>,Product Issue,Email,02-05-2024
107001,<b>Very unhappy with the overall service no response from! support</b>,Other,Email,20-03-2024
107002,App crashes? whenever I try to open it happening for the last 3 days,Technical Support,Phone,13-02-2024
107003,Received<br>a damaged product! please resolve asap,Product Issue,Website,22-01-2024
107004,<b>I was charged twice for my last bill happening for... the last 3 days</b>,Billing,Chat,25-10-2024
107005,Missing components in the package no!! response from support,Product Issue,Chat,27-02-2024
107006,<b>I want to file a general complaint happening for the last 3. days</b>,Other,Website,02-10-2024
107007,"Service experience, was poor please resolve asap",Other,Phone,28-07-2024
107008,<p>Internet connection keeps dropping frequently need urgent help</p>,Technical Support,Email,15-02-2024
107009,<i>I want to file a general complaint need urgent help</i>,Other,Email,20-10-2024
107010,Unauthorized changes made to my account## please resolve asap,Account Management,Phone,12-06-2024
107011,<b>Facing issues updating account details please resolve asap</b>,Account Management,Email,15-02-2024
107012,<p>The website is extremely slow and unresponsive happening for the? last 3 days</p>,Technical Support,Website,20-10-2024
107013,Facing<br>issues updating account details happening for the last 3## days,Account Management,Website,16-01-2024
107014,<i>Need clarification regarding company policy this is unacceptable</i>,Other,Website,11-03-2024
107015,<p>My account was locked without reason need? urgent help</p>,Account Management,Website,18-07-2024
107016,<p>My<br>account was locked without reason no? response from support</p>,Account Management,Website,26-03-2024
107017,"<b>App crashes whenever I try to, open it need urgent help</b>",Technical Support,Phone,05-02-2024
107018,Product quality is not as## advertised this is unacceptable,Product Issue,Chat,01-08-2024
107019,<b>Unauthorized changes made to my... account happening for the last 3 days</b>,Account Management,Chat,15-09-2024
107020,Internet connection keeps dropping frequently no response from support,Technical Support,Website,01-04-2024
107021,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Email,15-09-2024
107022,Unable to connect to the server no response from support,Technical Support,Email,16-07-2024
107023,<i>Late fee applied even though I paid on time please?? resolve asap</i>,Billing,Email,12-01-2024
107024,Received a damaged product## need urgent help,Product Issue,Email,09-10-2024
107025,<p>The item. does not function as expected no response from support</p>,Product Issue,Chat,22-01-2024
107026,Incorrect charges have appeared on my invoice... please resolve asap,Billing,Chat,19-02-2024
107027,Very unhappy with the overall service happening for the!! last 3 days,Other,Chat,16-10-2024
107028,<b>Need clarification regarding company policy. this is unacceptable</b>,Other,Email,16-04-2024
107029,<i>Customer support did not respond. to my emails this is unacceptable</i>,Other,Email,07-08-2024
107030,"<b>Service<br>experience was poor happening for the, last 3 days</b>",Other,Phone,10-01-2024
107031,<p>Unable to## login to my account please resolve asap</p>,Account Management,Email,05-10-2024
107032,Very unhappy! with the overall service please resolve asap,Other,Phone,11-07-2024
107033,"I<br>was charged twice for, my last bill this is unacceptable",Billing,Chat,15-01-2024
