complaint_id,complaint_text,category,submitted_via,created_date
102029,<b>Customer<br>support did not respond to my emails this is unacceptable</b>,Other,Website,12-04-2024
102030,<p>Missing components in the package this is!! unacceptable</p>,Product Issue,Website,16-08-2024
102031,<b>The item does not function as expected## need urgent help</b>,Product Issue,Email,16-07-2024
102032,App<br>crashes whenever I try to open it need urgent help,Technical Support,Email,01-10-2024
102033,<b>Password<br>reset link is not working happening for the last 3 days</b>,Account Management,Email,07-07-2024
102034,<p>Facing error code while?? using the service happening for the last 3 days</p>,Technical Support,Website,21-06-2024
102035,<b>App crashes whenever I try to open it happening for the last 3 days</b>,Technical Support,Chat,30-01-2024
102036,Received a damaged product this is... unacceptable,Product Issue,Chat,23-10-2024
102037,Incorrect charges have appeared on my invoice need urgent help,Billing,Email,09-08-2024
102038,<b>Unauthorized changes made to my account no response from support</b>,Account Management,Chat,10-07-2024
102039,<p>My account was locked without reason this is... unacceptable</p>,Account Management,Website,26-06-2024
102040,The<br>website is extremely slow and unresponsive need urgent help,Technical Support,Email,21-10-2024
102041,<i>The<br>item does not! function as expected this is unacceptable</i>,Product Issue,Phone,16-06-2024
102042,"Unexpected charges added without notification need, urgent help",Billing,Email,13-02-2024
102043,<p>Incorrect<br>charges have appeared on my! invoice this is unacceptable</p>,Billing,Website,29-07-2024
102044,Missing components in the package please resolve asap,Product Issue,Email,26-06-2024
102045,<p>Facing<br>issues updating?? account details no response from support</p>,Account Management,Email,25-02-2024
102046,<b>App crashes whenever. I try to open it need urgent help</b>,Technical Support,Website,30-04-2024
102047,Incorrect charges have appeared on my invoice no response from support,Billing,Email,05-02-2024
102048,Product quality is not as advertised happening for the last 3 days,Product Issue,Phone,02-07-2024
102049,The item does not function as expected no response from support,Product Issue,Email,28-01-2024
102050,Unable to connect to the server please resolve asap,Technical Support,Phone,22-08-2024
102051,"<b>Facing error code while, using the service please resolve asap</b>",Technical Support,Phone,18-05-2024
102052,<i>The product stopped working within a week this is unacceptable</i>,Product Issue,Phone,09-04-2024
102053,<p>Missing components in the package no response from support</p>,Product Issue,Email,15-04-2024
102054,<b>Unauthorized changes made to my account no?? response from support</b>,Account Management,Phone,14-01-2024
102055,<i>Facing<br>error code while## using the service this is unacceptable</i>,Technical Support,Phone,08-02-2024
102056,Facing issues?? updating account details please resolve asap,Account Management,Website,06-05-2024
102057,<i>Incorrect<br>charges have appeared on my invoice please resolve? asap</i>,Billing,Phone,14-06-2024
102058,<i>Received<br>a damaged product happening for the last 3!! days</i>,Product Issue,Website,04-02-2024
102059,My<br>payment was successful but the bill still shows unpaid please. resolve asap,Billing,Phone,09-03-2024
102060,<p>Password<br>reset link is not working no response from support</p>,Account Management,Email,12-05-2024
102061,Need clarification regarding? company policy need urgent help,Other,Email,05-09-2024
102062,<b>The<br>product stopped working within a week no response from support</b>,Product Issue,Phone,20-02-2024
102063,Unable<br>to login to my account please. resolve asap,Account Management,Chat,11-05-2024
102064,My payment was successful but the bill still shows unpaid no response from support,Billing,Phone,23-05-2024
102065,Unexpected charges added## without notification need urgent help,Billing,Phone,06-08-2024
102066,<b>I<br>want to file a general complaint need urgent help</b>,Other,Website,20-07-2024
102067,<i>Missing components in the package need urgent help</i>,Product Issue,Website,29-09-2024
102068,Unexpected<br>charges added without notification... no response from support,Billing,Email,13-08-2024
102069,The product stopped working within a week no response from support,Product Issue,Chat,17-06-2024
102070,Facing issues updating account details## please resolve asap,Account Management,Chat,25-05-2024
102071,Unable to... login to my account please resolve asap,Account Management,Email,07-09-2024
102072,<p>Service experience was poor this is unacceptable</p>,Other,Website,29-05-2024
102073,<b>Received<br>a damaged product happening?? for the last 3 days</b>,Product Issue,Email,14-04-2024
102074,Customer support did not respond to my emails happening for the last 3 days,Other,Chat,31-07-2024
102075,<b>Unauthorized changes made to?? my account need urgent help</b>,Account Management,Email,02-07-2024
102076,Unable to!! connect to the server this is unacceptable,Technical Support,Chat,22-09-2024
102077,Product quality is not as advertised this is unacceptable,Product Issue,Phone,25-03-2024
102078,Unauthorized changes made to my!! account this is unacceptable,Account Management,Phone,12-04-2024
102079,<i>Unauthorized changes made to my account please resolve! asap</i>,Account Management,Phone,21-01-2024
102080,Facing error code while using the service need urgent help,Technical Support,Website,29-05-2024
102081,Customer<br>support did not respond to my emails. this is unacceptable,Other,Phone,12-04-2024
102082,<i>Missing components in?? the package need urgent help</i>,Product Issue,Email,22-07-2024
102083,<i>Customer support did not respond to my emails no response from... support</i>,Other,Phone,11-08-2024
102084,Service experience... was poor this is unacceptable,Other,Phone,15-05-2024
102085,Unauthorized<br>changes made to my account no response from support,Account Management,Website,11-06-2024
102086,<i>Unauthorized<br>changes made to my account need urgent help</i>,Account Management,Phone,08-06-2024
102087,<i>Unable to connect to the server happening for the last!! 3 days</i>,Technical Support,Email,29-04-2024
102088,I<br>was charged twice!! for my last bill no response from support,Billing,Phone,07-02-2024
102089,"Missing components in the, package please resolve asap",Product Issue,Website,27-08-2024
102090,<p>Product quality is not as advertised no response from support</p>,Product Issue,Email,10-06-2024
102091,I want?? to file a general complaint please resolve asap,Other,Website,14-10-2024
102092,The product stopped working within a week this is?? unacceptable,Product Issue,Chat,15-01-2024
102093,<p>Unable to!! connect to the server no response from support</p>,Technical Support,Phone,13-09-2024
102094,Service experience was poor happening for the last 3 days,Other,Website,07-05-2024
102095,<b>Unable to connect to the... server please resolve asap</b>,Technical Support,Email,02-09-2024
102096,Incorrect charges have appeared on my invoice## please resolve asap,Billing,Chat,13-07-2024
102097,The product stopped working within a week please resolve asap,Product Issue,Phone,16-05-2024
102098,<i>The product stopped working within a week this... is unacceptable</i>,Product Issue,Chat,08-09-2024
102099,"Incorrect charges, have appeared on my invoice need urgent help",Billing,Phone,15-06-2024
102100,"Incorrect charges have appeared on my invoice happening for, the last 3 days",Billing,Chat,21-05-2024
102101,App crashes whenever!! I try to open it no response from support,Technical Support,Phone,30-05-2024
102102,"The product stopped working within a week please resolve, asap",Product Issue,Phone,13-01-2024
102103,<i>Very<br>unhappy with the overall?? service this is unacceptable</i>,Other,Email,04-04-2024
102104,<p>Internet<br>connection keeps dropping## frequently this is unacceptable</p>,Technical Support,Website,30-08-2024
102105,"I was charged twice for, my last bill need urgent help",Billing,Chat,22-10-2024
102106,App crashes whenever I try to open## it no response from support,Technical Support,Phone,11-01-2024
102107,Need clarification regarding company... policy happening for the last 3 days,Other,Phone,19-02-2024
102108,<p>My account was locked## without reason need urgent help</p>,Account Management,Email,12-04-2024
102109,<b>The<br>item... does not function as expected please resolve asap</b>,Product Issue,Website,02-06-2024
102110,Late fee applied even though I paid on time this is unacceptable,Billing,Chat,30-07-2024
102111,Very<br>unhappy with the overall service this is unacceptable,Other,Website,16-06-2024
102112,<b>Very unhappy with the overall service please resolve! asap</b>,Other,Email,26-01-2024
102113,App crashes whenever I try to open it happening for the last 3 days,Technical Support,Chat,10-02-2024
102114,<b>Received a damaged product need urgent? help</b>,Product Issue,Website,04-06-2024
102115,Late<br>fee. applied even though I paid on time need urgent help,Billing,Phone,19-03-2024
102116,Product quality is not! as advertised need urgent help,Product Issue,Website,25-04-2024
102117,Missing components. in the package please resolve asap,Product Issue,Chat,24-03-2024
102118,Need clarification regarding company policy please resolve asap,Other,Website,30-05-2024
102119,<p>Facing<br>issues updating account details this. is unacceptable</p>,Account Management,Email,11-05-2024
102120,"I<br>want, to file a general complaint this is unacceptable",Other,Phone,25-06-2024
102121,<b>Password reset link is not working need urgent help</b>,Account Management,Website,27-06-2024
102122,Facing<br>issues updating account details happening for the## last 3 days,Account Management,Phone,29-09-2024
102123,I want!! to file a general complaint happening for the last 3 days,Other,Email,29-07-2024
102124,Missing components in the package need? urgent help,Product Issue,Phone,22-06-2024
102125,Very unhappy with the overall service no response from support,Other,Website,04-03-2024
102126,My<br>account was locked without reason no response?? from support,Account Management,Website,11-01-2024
102127,Unable to login to my account this is... unacceptable,Account Management,Phone,21-09-2024
102128,The website is extremely slow and!! unresponsive happening for the last 3 days,Technical Support,Website,27-08-2024
102129,"<b>Need clarification regarding company, policy happening for the last 3 days</b>",Other,Website,07-09-2024
102130,Unauthorized changes made to my account need urgent... help,Account Management,Chat,05-09-2024
102131,<p>Late<br>fee applied! even though I paid on time no response from support</p>,Billing,Phone,22-01-2024
102132,<b>My payment was successful but the bill still shows unpaid please resolve asap</b>,Billing,Email,20-05-2024
102133,<i>Facing<br>issues updating account details please resolve asap</i>,Account Management,Chat,28-02-2024
102134,<b>App crashes whenever I try## to open it need urgent help</b>,Technical Support,Phone,19-01-2024
102135,<p>Incorrect charges have appeared on my invoice this is unacceptable</p>,Billing,Website,01-09-2024
102136,App crashes whenever I try to open it this is unacceptable,Technical Support,Email,14-10-2024
102137,<p>Unauthorized changes made to my account need urgent help</p>,Account Management,Email,25-10-2024
102138,Facing issues updating account details no response from support,Account Management,Phone,11-02-2024
102139,"<p>Unable to login to my account no response, from support</p>",Account Management,Website,27-10-2024
102140,Password reset link is not working no response from support,Account Management,Chat,24-09-2024
102141,Unauthorized changes made to my account happening for the last 3 days,Account Management,Website,26-06-2024
102142,Unable<br>to connect to the server no response from support,Technical Support,Website,28-04-2024
102143,<i>Product quality is not as! advertised please resolve asap</i>,Product Issue,Website,04-10-2024
102144,The item does not function as expected this is unacceptable,Product Issue,Email,17-05-2024
102145,<b>My<br>payment was successful but the bill still shows unpaid please resolve asap</b>,Billing,Email,15-04-2024
102146,<b>Late fee applied even though I paid on... time please resolve asap</b>,Billing,Phone,04-08-2024
102147,The<br>item does not function?? as expected happening for the last 3 days,Product Issue,Email,08-10-2024
102148,"Unexpected<br>charges added without notification need, urgent help",Billing,Phone,08-08-2024
102149,Unable to connect to the server no response from. support,Technical Support,Phone,10-09-2024
102150,<b>Facing<br>error code while using the service. please resolve asap</b>,Technical Support,Chat,04-03-2024
102151,<i>Very<br>unhappy with the overall service no response from support</i>,Other,Email,08-10-2024
102152,I was charged twice for my## last bill no response from support,Billing,Website,19-09-2024
102153,<i>My payment was successful but the bill still shows unpaid no response from support</i>,Billing,Phone,29-06-2024
102154,Customer support? did not respond to my emails this is unacceptable,Other,Chat,21-09-2024
102155,<p>Password reset link is not working happening for the last. 3 days</p>,Account Management,Phone,22-07-2024
102156,<b>Late fee applied even though. I paid on time please resolve asap</b>,Billing,Chat,23-07-2024
102157,<p>Service experience was poor this. is unacceptable</p>,Other,Email,06-03-2024
102158,<p>Incorrect charges have appeared on my invoice... please resolve asap</p>,Billing,Website,18-04-2024
102159,<i>Facing error code while using the service happening for the?? last 3 days</i>,Technical Support,Website,11-06-2024
102160,<i>Missing components in the package? please resolve asap</i>,Product Issue,Email,10-04-2024
102161,Password reset link is not working need urgent help,Account Management,Phone,03-10-2024
102162,<b>Facing issues updating account details need## urgent help</b>,Account Management,Email,16-07-2024
102163,<b>My payment was successful but the bill still shows unpaid please! resolve asap</b>,Billing,Website,25-03-2024
102164,Unable to. login to my account happening for the last 3 days,Account Management,Chat,01-09-2024
102165,<p>Password<br>reset link... is not working please resolve asap</p>,Account Management,Chat,27-02-2024
102166,Unable to connect to the server this is unacceptable,Technical Support,Website,02-08-2024
102167,<p>The website is extremely slow and. unresponsive this is unacceptable</p>,Technical Support,Website,18-09-2024
102168,<p>Unexpected<br>charges added without notification happening for the last 3 days</p>,Billing,Phone,28-05-2024
102169,<b>Facing issues? updating account details need urgent help</b>,Account Management,Phone,21-03-2024
102170,<i>App<br>crashes whenever I try to open... it no response from support</i>,Technical Support,Phone,14-03-2024
102171,"Missing components in the, package please resolve asap",Product Issue,Email,01-07-2024
102172,My payment was successful but the bill still shows?? unpaid no response from support,Billing,Chat,25-10-2024
102173,<b>Late fee applied even though I paid## on time no response from support</b>,Billing,Chat,11-03-2024
102174,<p>Incorrect charges have appeared on my invoice this is... unacceptable</p>,Billing,Phone,14-05-2024
102175,Need clarification regarding company policy need? urgent help,Other,Email,01-05-2024
102176,Received a damaged product this is unacceptable,Product Issue,Website,22-04-2024
102177,<b>Unauthorized<br>changes made to? my account this is unacceptable</b>,Account Management,Email,17-08-2024
102178,<b>My account was locked without reason happening? for the last 3 days</b>,Account Management,Email,17-07-2024
102179,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Email,23-07-2024
102180,<b>Unauthorized changes made to my account happening for the last 3 days</b>,Account Management,Email,28-09-2024
102181,<b>Very unhappy with the. overall service need urgent help</b>,Other,Website,01-03-2024
102182,Password reset link is not working happening for the? last 3 days,Account Management,Email,20-05-2024
102183,App<br>crashes whenever I try! to open it this is unacceptable,Technical Support,Website,29-08-2024
102184,"Unauthorized changes, made to my account please resolve asap",Account Management,Email,19-07-2024
102185,Missing components. in the package please resolve asap,Product Issue,Website,26-01-2024
102186,Password reset link is not working need! urgent help,Account Management,Phone,30-04-2024
102187,Internet<br>connection keeps dropping frequently this is unacceptable,Technical Support,Website,19-01-2024
102188,<p>Facing issues updating account details. need urgent help</p>,Account Management,Email,05-09-2024
102189,Missing components in the package. this is unacceptable,Product Issue,Email,01-09-2024
102190,"Facing<br>error code while using the service this is, unacceptable",Technical Support,Chat,21-06-2024
102191,"Unable to, login to my account this is unacceptable",Account Management,Phone,31-05-2024
102192,Customer support did not? respond to my emails happening for the last 3 days,Other,Website,10-01-2024
102193,The item does not function as expected need urgent help,Product Issue,Email,04-10-2024
102194,Need clarification regarding company!! policy this is unacceptable,Other,Email,22-10-2024
102195,<p>App crashes whenever I try to open it this... is unacceptable</p>,Technical Support,Chat,25-05-2024
102196,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Website,11-09-2024
102197,My payment was successful but the bill still shows unpaid this is unacceptable,Billing,Phone,21-09-2024
102198,<i>Facing error code while using the service happening for the last 3 days</i>,Technical Support,Phone,15-10-2024
102199,The website is extremely slow and unresponsive no response from support,Technical Support,Website,25-03-2024
102200,<i>Customer<br>support did not respond to my emails no response?? from support</i>,Other,Chat,18-07-2024
102201,"<b>Unexpected<br>charges, added without notification need urgent help</b>",Billing,Chat,19-10-2024
102202,<b>Facing issues updating account details this is unacceptable</b>,Account Management,Phone,18-02-2024
102203,<p>Received a damaged! product this is unacceptable</p>,Product Issue,Chat,30-08-2024
102204,<i>Unauthorized changes made to my!! account need urgent help</i>,Account Management,Website,30-06-2024
102205,The website is extremely slow and unresponsive need urgent help,Technical Support,Email,09-02-2024
102206,<p>Received a damaged product need urgent help</p>,Product Issue,Email,06-07-2024
102207,<i>Received a damaged product this is unacceptable</i>,Product Issue,Phone,02-10-2024
102208,<b>Need clarification regarding company policy happening for the last 3 days</b>,Other,Chat,02-07-2024
102209,Incorrect charges have... appeared on my invoice this is unacceptable,Billing,Chat,25-04-2024
102210,Service<br>experience## was poor no response from support,Other,Email,10-04-2024
102211,<i>App crashes whenever I try to open it happening for the last 3 days</i>,Technical Support,Phone,07-09-2024
102212,Facing error code while using## the service happening for the last 3 days,Technical Support,Email,14-06-2024
102213,I<br>was charged twice for my last bill happening for the last 3 days,Billing,Email,08-10-2024
102214,<b>I was charged twice for my last bill happening for the last 3? days</b>,Billing,Chat,18-05-2024
102215,Received a. damaged product this is unacceptable,Product Issue,Chat,08-07-2024
102216,<i>Facing issues updating account## details need urgent help</i>,Account Management,Phone,17-06-2024
102217,Missing components in the!! package need urgent help,Product Issue,Phone,29-01-2024
102218,"Unable to login, to my account this is unacceptable",Account Management,Chat,04-10-2024
102219,<p>App crashes whenever I try! to open it no response from support</p>,Technical Support,Phone,27-03-2024
102220,"<i>I want to file a general complaint please, resolve asap</i>",Other,Website,12-09-2024
102221,App crashes whenever I try to open it no response from support,Technical Support,Phone,10-01-2024
102222,<i>The<br>website is extremely slow and unresponsive happening for the last 3 days</i>,Technical Support,Email,15-06-2024
102223,Password reset## link is not working please resolve asap,Account Management,Website,16-04-2024
102224,Very unhappy with the overall service happening for the last 3 days,Other,Phone,21-08-2024
102225,App crashes whenever... I try to open it no response from support,Technical Support,Chat,05-10-2024
102226,<b>Missing components in the package need urgent help</b>,Product Issue,Chat,14-02-2024
102227,Service experience was poor this is unacceptable,Other,Website,14-05-2024
102228,<b>Need clarification regarding company policy this is unacceptable</b>,Other,Website,21-02-2024
102229,App<br>crashes whenever I try to open it need urgent? help,Technical Support,Phone,23-02-2024
102230,The website is?? extremely slow and unresponsive this is unacceptable,Technical Support,Chat,09-01-2024
102231,<p>Incorrect charges have appeared on my invoice need urgent... help</p>,Billing,Chat,16-10-2024
102232,My payment was successful but the bill still shows unpaid. this is unacceptable,Billing,Website,09-03-2024
102233,Internet<br>connection keeps dropping frequently happening for the last 3 days,Technical Support,Phone,02-10-2024
102234,<i>Unable<br>to login to. my account happening for the last 3 days</i>,Account Management,Phone,05-03-2024
102235,The website is extremely slow and!! unresponsive this is unacceptable,Technical Support,Email,28-06-2024
102236,<p>Product quality is## not as advertised this is unacceptable</p>,Product Issue,Chat,16-02-2024
102237,<b>Unexpected charges added without notification please resolve asap</b>,Billing,Website,21-03-2024
102238,Very unhappy with the overall. service please resolve asap,Other,Chat,02-06-2024
102239,Password reset?? link is not working please resolve asap,Account Management,Chat,31-07-2024
102240,Unexpected charges added without notification happening for the last 3!! days,Billing,Chat,11-03-2024
102241,Unable<br>to login to my account? no response from support,Account Management,Website,28-03-2024
102242,Missing components in the package?? need urgent help,Product Issue,Website,02-07-2024
102243,"The<br>item does not function as expected, please resolve asap",Product Issue,Email,22-04-2024
102244,My account was locked without reason need urgent help,Account Management,Website,21-09-2024
102245,<p>Facing issues updating account details need urgent help</p>,Account Management,Phone,25-08-2024
102246,Password reset link is not working need urgent help,Account Management,Phone,08-07-2024
102247,Customer support did not respond to my emails need urgent help,Other,Website,14-10-2024
102248,<p>Unexpected<br>charges added without... notification no response from support</p>,Billing,Chat,25-08-2024
102249,I want to file a! general complaint no response from support,Other,Chat,01-04-2024
102250,<p>My account was locked without reason## need urgent help</p>,Account Management,Email,21-03-2024
102251,Service experience was?? poor this is unacceptable,Other,Email,16-08-2024
102252,My<br>account. was locked without reason this is unacceptable,Account Management,Email,26-02-2024
102253,Internet connection keeps dropping frequently need urgent help,Technical Support,Chat,23-08-2024
102254,<p>Password<br>reset link is not working this is unacceptable</p>,Account Management,Chat,28-07-2024
102255,Unauthorized changes made... to my account this is unacceptable,Account Management,Website,13-08-2024
102256,<b>Late fee applied even though I paid on time this is unacceptable</b>,Billing,Chat,18-10-2024
102257,<i>The item!! does not function as expected need urgent help</i>,Product Issue,Website,06-03-2024
102258,<p>Missing components in the package! happening for the last 3 days</p>,Product Issue,Phone,01-08-2024
102259,Missing components in the package please resolve asap,Product Issue,Email,25-05-2024
102260,Missing components in the?? package please resolve asap,Product Issue,Website,15-05-2024
102261,The product stopped... working within a week need urgent help,Product Issue,Chat,19-06-2024
102262,Password<br>reset link is... not working no response from support,Account Management,Chat,17-05-2024
102263,Received a damaged product no response from support,Product Issue,Chat,20-08-2024
102264,<i>Facing error code while... using the service please resolve asap</i>,Technical Support,Website,17-09-2024
102265,"App crashes whenever I, try to open it no response from support",Technical Support,Email,10-10-2024
102266,"Password<br>reset link is, not working happening for the last 3 days",Account Management,Phone,14-08-2024
102267,Unable to login to my?? account please resolve asap,Account Management,Website,11-04-2024
102268,"The website is extremely slow and unresponsive happening, for the last 3 days",Technical Support,Chat,11-05-2024
102269,Facing error code while using the service please resolve asap,Technical Support,Chat,20-01-2024
102270,<i>Internet connection keeps dropping!! frequently this is unacceptable</i>,Technical Support,Website,14-06-2024
102271,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Website,08-02-2024
102272,Late<br>fee applied even though I paid on time happening for the last 3 days,Billing,Email,12-05-2024
102273,Unexpected<br>charges added without notification please resolve asap,Billing,Chat,16-09-2024
102274,<b>Missing<br>components in the package happening for? the last 3 days</b>,Product Issue,Email,09-10-2024
102275,The item does not function as expected this is unacceptable,Product Issue,Phone,22-06-2024
102276,<i>Facing error code while using the service no response from support</i>,Technical Support,Chat,01-02-2024
102277,<p>App crashes whenever I try to open it need urgent... help</p>,Technical Support,Website,13-10-2024
102278,My account was locked without reason need urgent? help,Account Management,Email,10-07-2024
102279,The website is extremely slow and unresponsive happening for the last 3 days,Technical Support,Email,26-06-2024
102280,Incorrect charges have appeared on my invoice happening for the last?? 3 days,Billing,Chat,21-02-2024
102281,Customer support?? did not respond to my emails no response from support,Other,Phone,12-05-2024
102282,Late fee applied even though I paid on time please?? resolve asap,Billing,Phone,25-01-2024
102283,My account was locked without reason no response from support,Account Management,Phone,04-04-2024
102284,Facing<br>error code while using the service!! no response from support,Technical Support,Website,23-08-2024
102285,Unable to login to! my account no response from support,Account Management,Chat,23-06-2024
102286,Unexpected charges added without notification no response from support,Billing,Email,27-04-2024
102287,Unable<br>to connect to the server## happening for the last 3 days,Technical Support,Email,19-02-2024
102288,The item does not function as expected happening for the last 3?? days,Product Issue,Phone,05-04-2024
102289,The website is!! extremely slow and unresponsive this is unacceptable,Technical Support,Website,12-04-2024
102290,Unable to login. to my account need urgent help,Account Management,Email,01-05-2024
102291,Received<br>a damaged product please resolve asap,Product Issue,Chat,10-06-2024
102292,<b>I was charged twice for my last... bill this is unacceptable</b>,Billing,Phone,18-08-2024
102293,<i>Unable<br>to login to my account!! need urgent help</i>,Account Management,Website,18-10-2024
102294,Facing error code while using... the service this is unacceptable,Technical Support,Phone,12-09-2024
102295,Facing error code while using the service need urgent help,Technical Support,Phone,17-01-2024
102296,My account was locked without reason need urgent help,Account Management,Chat,04-05-2024
102297,<b>My account was locked without reason happening for!! the last 3 days</b>,Account Management,Chat,26-04-2024
102298,Missing<br>components?? in the package no response from support,Product Issue,Chat,27-01-2024
102299,<b>Password reset... link is not working please resolve asap</b>,Account Management,Phone,21-06-2024
102300,Missing components in the package no response from support,Product Issue,Email,02-07-2024
102301,Received a damaged product no?? response from support,Product Issue,Chat,29-07-2024
102302,Facing<br>issues updating account details need! urgent help,Account Management,Phone,01-10-2024
102303,Late fee applied even though I paid on time happening for the last 3 days,Billing,Email,07-03-2024
102304,Incorrect charges... have appeared on my invoice this is unacceptable,Billing,Email,06-06-2024
102305,<i>Unable<br>to connect to the server happening for the last 3 days</i>,Technical Support,Email,01-05-2024
102306,The<br>product stopped. working within a week happening for the last 3 days,Product Issue,Website,18-05-2024
102307,Unable to login to... my account please resolve asap,Account Management,Phone,29-08-2024
102308,"<b>Customer support did not respond to my, emails need urgent help</b>",Other,Email,10-06-2024
102309,I want to file a general complaint this is unacceptable,Other,Website,09-03-2024
102310,My payment was successful but the bill still shows unpaid no response from!! support,Billing,Chat,04-05-2024
102311,<b>Product quality is not as advertised happening for!! the last 3 days</b>,Product Issue,Phone,28-04-2024
102312,<p>The item does not function as expected need urgent help</p>,Product Issue,Phone,29-01-2024
102313,<b>Unauthorized<br>changes made to my account!! please resolve asap</b>,Account Management,Phone,06-06-2024
102314,Unable to login to my. account need urgent help,Account Management,Phone,13-04-2024
102315,Unable to login to my account?? happening for the last 3 days,Account Management,Phone,18-02-2024
102316,Customer<br>support did not respond to my... emails no response from support,Other,Website,23-04-2024
102317,Password reset link is not working happening for the last 3 days,Account Management,Website,02-03-2024
102318,<b>Unable<br>to connect to the server happening for the last 3 days</b>,Technical Support,Phone,11-05-2024
102319,The product stopped working within a week please resolve asap,Product Issue,Chat,16-01-2024
102320,<i>Service experience was poor need. urgent help</i>,Other,Phone,08-03-2024
102321,App crashes whenever I try to open... it please resolve asap,Technical Support,Email,21-06-2024
102322,"Unauthorized<br>changes made to my, account this is unacceptable",Account Management,Email,15-04-2024
102323,<b>Received<br>a damaged product no response. from support</b>,Product Issue,Email,12-08-2024
102324,<p>Facing error code while using the service this is unacceptable</p>,Technical Support,Website,29-08-2024
102325,Facing<br>error code while using the service please resolve? asap,Technical Support,Email,11-09-2024
102326,<i>My payment. was successful but the bill still shows unpaid please resolve asap</i>,Billing,Phone,14-10-2024
102327,Unauthorized changes made to my account need urgent help,Account Management,Chat,03-06-2024
102328,Missing<br>components in the package no response from support,Product Issue,Chat,02-10-2024
102329,Missing components in the? package this is unacceptable,Product Issue,Email,25-10-2024
102330,I was charged twice for my last## bill this is unacceptable,Billing,Email,20-09-2024
102331,Service<br>experience was?? poor happening for the last 3 days,Other,Phone,25-06-2024
102332,<p>Unable<br>to login to my account... no response from support</p>,Account Management,Email,17-01-2024
102333,Late fee applied even though... I paid on time no response from support,Billing,Email,04-02-2024
102334,My payment was successful but the bill still shows unpaid this is unacceptable,Billing,Phone,14-04-2024
102335,Internet connection keeps... dropping frequently no response from support,Technical Support,Chat,20-03-2024
102336,<b>Unexpected<br>charges added without notification this is unacceptable</b>,Billing,Chat,03-03-2024
102337,<i>Incorrect<br>charges have appeared on my invoice please resolve asap</i>,Billing,Website,05-09-2024
102338,App crashes!! whenever I try to open it happening for the last 3 days,Technical Support,Phone,21-02-2024
102339,<i>Unexpected charges added without. notification this is unacceptable</i>,Billing,Phone,22-07-2024
102340,Need clarification regarding?? company policy this is unacceptable,Other,Phone,04-04-2024
102341,Incorrect<br>charges!! have appeared on my invoice need urgent help,Billing,Phone,14-07-2024
102342,<p>Service experience was poor this is unacceptable</p>,Other,Email,23-02-2024
102343,Unable to connect to the server no response from support,Technical Support,Chat,20-07-2024
102344,<i>Service experience was poor happening for the last. 3 days</i>,Other,Email,15-08-2024
102345,<b>Received<br>a damaged. product this is unacceptable</b>,Product Issue,Chat,21-04-2024
102346,My account was locked without reason happening for the last 3 days,Account Management,Chat,21-03-2024
102347,<i>Facing<br>issues updating account! details need urgent help</i>,Account Management,Website,23-09-2024
102348,Password<br>reset link is not working please! resolve asap,Account Management,Chat,30-04-2024
102349,<i>App crashes. whenever I try to open it happening for the last 3 days</i>,Technical Support,Phone,26-08-2024
102350,<p>App crashes whenever I try to open it need urgent help</p>,Technical Support,Website,21-01-2024
102351,<b>I<br>was charged twice for my last bill please resolve asap</b>,Billing,Email,07-10-2024
102352,Facing issues updating account?? details please resolve asap,Account Management,Email,13-06-2024
102353,Customer support did not. respond to my emails this is unacceptable,Other,Phone,22-03-2024
102354,"Service experience was poor this is, unacceptable",Other,Phone,14-02-2024
102355,<p>Product quality is not as advertised this is unacceptable</p>,Product Issue,Phone,17-06-2024
102356,"<i>My<br>payment was successful but the bill still shows unpaid need urgent, help</i>",Billing,Phone,13-07-2024
102357,Unexpected<br>charges added without notification no response from support,Billing,Phone,02-05-2024
102358,<p>Customer support did not respond to## my emails please resolve asap</p>,Other,Email,11-03-2024
102359,Customer<br>support?? did not respond to my emails this is unacceptable,Other,Phone,16-07-2024
102360,<b>Facing issues updating account details this is? unacceptable</b>,Account Management,Chat,17-07-2024
102361,Password<br>reset link is not working this is unacceptable,Account Management,Website,31-07-2024
102362,Unauthorized changes made?? to my account please resolve asap,Account Management,Phone,19-01-2024
102363,Unexpected charges added without notification happening for the last. 3 days,Billing,Phone,09-08-2024
102364,I want to file a general complaint need urgent!! help,Other,Phone,08-07-2024
102365,<i>Need<br>clarification regarding company policy happening for the last## 3 days</i>,Other,Chat,10-10-2024
102366,The item does not function... as expected happening for the last 3 days,Product Issue,Website,14-10-2024
102367,<p>Facing<br>issues updating account details happening for the last 3 days</p>,Account Management,Website,13-07-2024
102368,"<b>Customer support did not respond to my emails, need urgent help</b>",Other,Chat,14-01-2024
102369,"<p>The website is extremely slow and unresponsive happening, for the last 3 days</p>",Technical Support,Chat,14-08-2024
102370,Unable to connect to the server no response! from support,Technical Support,Email,15-09-2024
102371,<p>Very unhappy with the overall service this is unacceptable</p>,Other,Email,01-06-2024
102372,Very unhappy with the overall service please resolve asap,Other,Email,04-07-2024
102373,<b>Customer<br>support did not respond to my emails no response!! from support</b>,Other,Website,01-02-2024
102374,"Unexpected<br>charges, added without notification no response from support",Billing,Phone,20-02-2024
102375,The product stopped working within a week please resolve asap,Product Issue,Chat,06-08-2024
